"area","year","week","dengue_cases","dengue_like_illness","severe_dengue"
"OREGON",2020,16,NA,NA,NA
"DELAWARE",2020,16,NA,NA,NA
"ALABAMA",2020,16,NA,NA,NA
"KANSAS",2020,16,NA,NA,NA
"NORTH CAROLINA",2020,16,NA,NA,NA
"GUAM",2020,16,NA,NA,NA
"NEW JERSEY",2020,16,NA,NA,NA
"NEW MEXICO",2020,16,NA,NA,NA
"EAST NORTH CENTRAL",2020,16,NA,NA,NA
"TENNESSEE",2020,16,NA,NA,NA
"CONNECTICUT",2020,16,NA,NA,NA
"MARYLAND",2020,16,NA,NA,NA
"SOUTH CAROLINA",2020,16,NA,NA,NA
"OKLAHOMA",2020,16,NA,NA,NA
"US RESIDENTS",2020,18,NA,NA,NA
"NEW HAMPSHIRE",2020,18,NA,NA,NA
"NEW YORK",2020,18,NA,NA,NA
"PACIFIC",2020,18,NA,NA,NA
"WEST SOUTH CENTRAL",2020,18,NA,NA,NA
"NEBRASKA",2020,18,NA,NA,NA
"EAST SOUTH CENTRAL",2020,18,NA,NA,NA
"NORTH DAKOTA",2020,18,NA,NA,NA
"NEVADA",2020,18,NA,NA,NA
"ILLINOIS",2020,18,NA,NA,NA
"IOWA",2020,18,NA,NA,NA
"TEXAS",2020,18,NA,NA,NA
"ALASKA",2020,18,NA,NA,NA
"DISTRICT OF COLUMBIA",2020,18,NA,NA,NA
"WASHINGTON",2020,18,NA,NA,NA
"NEW ENGLAND",2020,18,NA,NA,NA
"RHODE ISLAND",2020,18,NA,NA,NA
"OREGON",2020,18,NA,NA,NA
"DELAWARE",2020,18,NA,NA,NA
"ALABAMA",2020,18,NA,NA,NA
"KANSAS",2020,18,NA,NA,NA
"NORTH CAROLINA",2020,18,NA,NA,NA
"GUAM",2020,18,NA,NA,NA
"NEW JERSEY",2020,18,NA,NA,NA
"US RESIDENTS",2020,13,NA,NA,NA
"NEW HAMPSHIRE",2020,13,NA,NA,NA
"NEW YORK",2020,13,NA,NA,NA
"PACIFIC",2020,13,NA,NA,NA
"WEST SOUTH CENTRAL",2020,13,NA,NA,NA
"NEBRASKA",2020,13,NA,NA,NA
"EAST SOUTH CENTRAL",2020,13,NA,NA,NA
"NORTH DAKOTA",2020,13,NA,NA,NA
"NEVADA",2020,13,NA,NA,NA
"ILLINOIS",2020,13,NA,NA,NA
"IOWA",2020,13,NA,NA,NA
"TEXAS",2020,13,NA,NA,NA
"ALASKA",2020,13,NA,NA,NA
"DISTRICT OF COLUMBIA",2020,13,NA,NA,NA
"WASHINGTON",2020,13,NA,NA,NA
"NEW MEXICO",2020,18,NA,NA,NA
"EAST NORTH CENTRAL",2020,18,NA,NA,NA
"TENNESSEE",2020,18,NA,NA,NA
"CONNECTICUT",2020,18,NA,NA,NA
"MARYLAND",2020,18,NA,NA,NA
"NEW ENGLAND",2020,13,NA,NA,NA
"RHODE ISLAND",2020,13,NA,NA,NA
"OREGON",2020,13,NA,NA,NA
"DELAWARE",2020,13,NA,NA,NA
"ALABAMA",2020,13,NA,NA,NA
"KANSAS",2020,13,NA,NA,NA
"NORTH CAROLINA",2020,13,NA,NA,NA
"GUAM",2020,13,NA,NA,NA
"NEW JERSEY",2020,13,NA,NA,NA
"NEW MEXICO",2020,13,NA,NA,NA
"EAST NORTH CENTRAL",2020,13,NA,NA,NA
"TENNESSEE",2020,13,NA,NA,NA
"CONNECTICUT",2020,13,NA,NA,NA
"MARYLAND",2020,13,NA,NA,NA
"SOUTH CAROLINA",2020,13,NA,NA,NA
"OKLAHOMA",2020,13,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2020,13,NA,NA,NA
"OHIO",2020,13,NA,NA,NA
"MINNESOTA",2020,13,NA,NA,NA
"LOUISIANA",2020,13,NA,NA,NA
"HAWAII",2020,13,NA,NA,NA
"SOUTH ATLANTIC",2020,13,NA,NA,NA
"PENNSYLVANIA",2020,13,NA,NA,NA
"UTAH",2020,13,NA,NA,NA
"COLORADO",2020,13,NA,NA,NA
"VERMONT",2020,13,NA,NA,NA
"KENTUCKY",2020,13,NA,NA,NA
"PUERTO RICO",2020,13,NA,NA,NA
"MAINE",2020,13,NA,NA,NA
"VIRGINIA",2020,13,NA,NA,NA
"ARIZONA",2020,13,NA,NA,NA
"AMERICAN SAMOA",2020,13,NA,NA,NA
"WISCONSIN",2020,13,NA,NA,NA
"IDAHO",2020,13,NA,NA,NA
"U.S. VIRGIN ISLANDS",2020,13,NA,NA,NA
"MICHIGAN",2020,13,NA,NA,NA
"GEORGIA",2020,13,NA,NA,NA
"NEW YORK CITY",2020,13,NA,NA,NA
"ARKANSAS",2020,13,NA,NA,NA
"MISSISSIPPI",2020,13,NA,NA,NA
"SOUTH DAKOTA",2020,13,NA,NA,NA
"WYOMING",2020,13,NA,NA,NA
"MISSOURI",2020,13,NA,NA,NA
"MIDDLE ATLANTIC",2020,13,NA,NA,NA
"CALIFORNIA",2020,13,NA,NA,NA
"WEST VIRGINIA",2020,13,NA,NA,NA
"FLORIDA",2020,13,NA,NA,NA
"MONTANA",2020,13,NA,NA,NA
"WEST NORTH CENTRAL",2020,13,NA,NA,NA
"MASSACHUSETTS",2020,13,NA,NA,NA
"MOUNTAIN",2020,13,NA,NA,NA
"INDIANA",2020,13,NA,NA,NA
"NON-US RESIDENTS",2020,13,NA,NA,NA
"US TERRITORIES",2020,13,NA,NA,NA
"SOUTH CAROLINA",2020,18,NA,NA,NA
"OKLAHOMA",2020,18,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2020,18,NA,NA,NA
"OHIO",2020,18,NA,NA,NA
"MINNESOTA",2020,18,NA,NA,NA
"LOUISIANA",2020,18,NA,NA,NA
"HAWAII",2020,18,NA,NA,NA
"SOUTH ATLANTIC",2020,18,NA,NA,NA
"PENNSYLVANIA",2020,18,NA,NA,NA
"UTAH",2020,18,NA,NA,NA
"COLORADO",2020,18,NA,NA,NA
"VERMONT",2020,18,NA,NA,NA
"KENTUCKY",2020,18,NA,NA,NA
"PUERTO RICO",2020,18,NA,NA,NA
"MAINE",2020,18,NA,NA,NA
"VIRGINIA",2020,18,NA,NA,NA
"ARIZONA",2020,18,NA,NA,NA
"AMERICAN SAMOA",2020,18,NA,NA,NA
"WISCONSIN",2020,18,NA,NA,NA
"IDAHO",2020,18,NA,NA,NA
"U.S. VIRGIN ISLANDS",2020,18,NA,NA,NA
"MICHIGAN",2020,18,NA,NA,NA
"GEORGIA",2020,18,NA,NA,NA
"NEW YORK CITY",2020,18,NA,NA,NA
"ARKANSAS",2020,18,NA,NA,NA
"MISSISSIPPI",2020,18,NA,NA,NA
"SOUTH DAKOTA",2020,18,NA,NA,NA
"WYOMING",2020,18,NA,NA,NA
"MISSOURI",2020,18,NA,NA,NA
"MIDDLE ATLANTIC",2020,18,NA,NA,NA
"CALIFORNIA",2020,18,NA,NA,NA
"WEST VIRGINIA",2020,18,NA,NA,NA
"FLORIDA",2020,18,NA,NA,NA
"MONTANA",2020,18,NA,NA,NA
"WEST NORTH CENTRAL",2020,18,NA,NA,NA
"MASSACHUSETTS",2020,18,NA,NA,NA
"MOUNTAIN",2020,18,NA,NA,NA
"INDIANA",2020,18,NA,NA,NA
"NON-US RESIDENTS",2020,18,NA,NA,NA
"US TERRITORIES",2020,18,NA,NA,NA
"MARYLAND",2020,19,NA,NA,NA
"SOUTH CAROLINA",2020,19,NA,NA,NA
"OHIO",2020,19,NA,NA,NA
"MINNESOTA",2020,19,NA,NA,NA
"LOUISIANA",2020,19,NA,NA,NA
"SOUTH ATLANTIC",2020,19,NA,NA,NA
"PENNSYLVANIA",2020,19,NA,NA,NA
"VERMONT",2020,19,NA,NA,NA
"KENTUCKY",2020,19,NA,NA,NA
"MAINE",2020,19,NA,NA,NA
"VIRGINIA",2020,19,NA,NA,NA
"WISCONSIN",2020,19,NA,NA,NA
"MICHIGAN",2020,19,NA,NA,NA
"GEORGIA",2020,19,NA,NA,NA
"NEW YORK CITY",2020,19,NA,NA,NA
"ARKANSAS",2020,19,NA,NA,NA
"MISSISSIPPI",2020,19,NA,NA,NA
"SOUTH DAKOTA",2020,19,NA,NA,NA
"MISSOURI",2020,19,NA,NA,NA
"MIDDLE ATLANTIC",2020,19,NA,NA,NA
"WEST VIRGINIA",2020,19,NA,NA,NA
"US RESIDENTS",2020,14,NA,NA,NA
"NEW HAMPSHIRE",2020,14,NA,NA,NA
"NEW YORK",2020,14,NA,NA,NA
"PACIFIC",2020,14,NA,NA,NA
"WEST SOUTH CENTRAL",2020,14,NA,NA,NA
"NEBRASKA",2020,14,NA,NA,NA
"EAST SOUTH CENTRAL",2020,14,NA,NA,NA
"NORTH DAKOTA",2020,14,NA,NA,NA
"NEVADA",2020,14,NA,NA,NA
"ILLINOIS",2020,14,NA,NA,NA
"IOWA",2020,14,NA,NA,NA
"TEXAS",2020,14,NA,NA,NA
"ALASKA",2020,14,NA,NA,NA
"DISTRICT OF COLUMBIA",2020,14,NA,NA,NA
"AMERICAN SAMOA",2020,14,NA,NA,NA
"FLORIDA",2020,19,NA,NA,NA
"WEST NORTH CENTRAL",2020,19,NA,NA,NA
"MASSACHUSETTS",2020,19,NA,NA,NA
"MOUNTAIN",2020,19,NA,NA,NA
"INDIANA",2020,19,NA,NA,NA
"WASHINGTON",2020,14,NA,NA,NA
"NEW ENGLAND",2020,14,NA,NA,NA
"RHODE ISLAND",2020,14,NA,NA,NA
"OREGON",2020,14,NA,NA,NA
"DELAWARE",2020,14,NA,NA,NA
"ALABAMA",2020,14,NA,NA,NA
"KANSAS",2020,14,NA,NA,NA
"NORTH CAROLINA",2020,14,NA,NA,NA
"GUAM",2020,14,NA,NA,NA
"NEW JERSEY",2020,14,NA,NA,NA
"NEW MEXICO",2020,14,NA,NA,NA
"EAST NORTH CENTRAL",2020,14,NA,NA,NA
"TENNESSEE",2020,14,NA,NA,NA
"CONNECTICUT",2020,14,NA,NA,NA
"MARYLAND",2020,14,NA,NA,NA
"SOUTH CAROLINA",2020,14,NA,NA,NA
"OKLAHOMA",2020,14,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2020,14,NA,NA,NA
"OHIO",2020,14,NA,NA,NA
"MINNESOTA",2020,14,NA,NA,NA
"LOUISIANA",2020,14,NA,NA,NA
"HAWAII",2020,14,NA,NA,NA
"SOUTH ATLANTIC",2020,14,NA,NA,NA
"PENNSYLVANIA",2020,14,NA,NA,NA
"UTAH",2020,14,NA,NA,NA
"COLORADO",2020,14,NA,NA,NA
"VERMONT",2020,14,NA,NA,NA
"KENTUCKY",2020,14,NA,NA,NA
"PUERTO RICO",2020,14,NA,NA,NA
"MAINE",2020,14,NA,NA,NA
"VIRGINIA",2020,14,NA,NA,NA
"ARIZONA",2020,14,NA,NA,NA
"WISCONSIN",2020,14,NA,NA,NA
"IDAHO",2020,14,NA,NA,NA
"U.S. VIRGIN ISLANDS",2020,14,NA,NA,NA
"MICHIGAN",2020,14,NA,NA,NA
"GEORGIA",2020,14,NA,NA,NA
"NEW YORK CITY",2020,14,NA,NA,NA
"ARKANSAS",2020,14,NA,NA,NA
"MISSISSIPPI",2020,14,NA,NA,NA
"SOUTH DAKOTA",2020,14,NA,NA,NA
"WYOMING",2020,14,NA,NA,NA
"MISSOURI",2020,14,NA,NA,NA
"MIDDLE ATLANTIC",2020,14,NA,NA,NA
"CALIFORNIA",2020,14,NA,NA,NA
"WEST VIRGINIA",2020,14,NA,NA,NA
"FLORIDA",2020,14,NA,NA,NA
"MONTANA",2020,14,NA,NA,NA
"WEST NORTH CENTRAL",2020,14,NA,NA,NA
"MASSACHUSETTS",2020,14,NA,NA,NA
"MOUNTAIN",2020,14,NA,NA,NA
"INDIANA",2020,14,NA,NA,NA
"NON-US RESIDENTS",2020,14,NA,NA,NA
"US TERRITORIES",2020,14,NA,NA,NA
"US RESIDENTS",2020,23,NA,NA,NA
"NEW HAMPSHIRE",2020,23,NA,NA,NA
"NEW YORK",2020,23,NA,NA,NA
"PACIFIC",2020,23,NA,NA,NA
"WEST SOUTH CENTRAL",2020,23,NA,NA,NA
"NEBRASKA",2020,23,NA,NA,NA
"EAST SOUTH CENTRAL",2020,23,NA,NA,NA
"NORTH DAKOTA",2020,23,NA,NA,NA
"NEVADA",2020,23,NA,NA,NA
"ILLINOIS",2020,23,NA,NA,NA
"IOWA",2020,23,NA,NA,NA
"TEXAS",2020,23,NA,NA,NA
"ALASKA",2020,23,NA,NA,NA
"DISTRICT OF COLUMBIA",2020,23,NA,NA,NA
"WASHINGTON",2020,23,NA,NA,NA
"NEW ENGLAND",2020,23,NA,NA,NA
"RHODE ISLAND",2020,23,NA,NA,NA
"OREGON",2020,23,NA,NA,NA
"DELAWARE",2020,23,NA,NA,NA
"ALABAMA",2020,23,NA,NA,NA
"KANSAS",2020,23,NA,NA,NA
"NORTH CAROLINA",2020,23,NA,NA,NA
"GUAM",2020,23,NA,NA,NA
"NEW JERSEY",2020,23,NA,NA,NA
"NEW MEXICO",2020,23,NA,NA,NA
"EAST NORTH CENTRAL",2020,23,NA,NA,NA
"TENNESSEE",2020,23,NA,NA,NA
"CONNECTICUT",2020,23,NA,NA,NA
"MARYLAND",2020,23,NA,NA,NA
"SOUTH CAROLINA",2020,23,NA,NA,NA
"OKLAHOMA",2020,23,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2020,23,NA,NA,NA
"OHIO",2020,23,NA,NA,NA
"MINNESOTA",2020,23,NA,NA,NA
"LOUISIANA",2020,23,NA,NA,NA
"PACIFIC",2020,16,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2020,16,NA,NA,NA
"OHIO",2020,16,NA,NA,NA
"MINNESOTA",2020,16,NA,NA,NA
"LOUISIANA",2020,16,NA,NA,NA
"HAWAII",2020,16,NA,NA,NA
"SOUTH ATLANTIC",2020,16,NA,NA,NA
"PENNSYLVANIA",2020,16,NA,NA,NA
"UTAH",2020,16,NA,NA,NA
"COLORADO",2020,16,NA,NA,NA
"VERMONT",2020,16,NA,NA,NA
"KENTUCKY",2020,16,NA,NA,NA
"PUERTO RICO",2020,16,NA,NA,NA
"MAINE",2020,16,NA,NA,NA
"VIRGINIA",2020,16,NA,NA,NA
"ARIZONA",2020,16,NA,NA,NA
"AMERICAN SAMOA",2020,16,NA,NA,NA
"WISCONSIN",2020,16,NA,NA,NA
"IDAHO",2020,16,NA,NA,NA
"U.S. VIRGIN ISLANDS",2020,16,NA,NA,NA
"MICHIGAN",2020,16,NA,NA,NA
"GEORGIA",2020,16,NA,NA,NA
"NEW YORK CITY",2020,16,NA,NA,NA
"ARKANSAS",2020,16,NA,NA,NA
"MISSISSIPPI",2020,16,NA,NA,NA
"SOUTH DAKOTA",2020,16,NA,NA,NA
"WYOMING",2020,16,NA,NA,NA
"MISSOURI",2020,16,NA,NA,NA
"MIDDLE ATLANTIC",2020,16,NA,NA,NA
"CALIFORNIA",2020,16,NA,NA,NA
"WEST VIRGINIA",2020,16,NA,NA,NA
"FLORIDA",2020,16,NA,NA,NA
"MONTANA",2020,16,NA,NA,NA
"WEST NORTH CENTRAL",2020,16,NA,NA,NA
"MASSACHUSETTS",2020,16,NA,NA,NA
"MOUNTAIN",2020,16,NA,NA,NA
"INDIANA",2020,16,NA,NA,NA
"NON-US RESIDENTS",2020,16,NA,NA,NA
"US TERRITORIES",2020,16,NA,NA,NA
"HAWAII",2020,23,NA,NA,NA
"SOUTH ATLANTIC",2020,23,NA,NA,NA
"PENNSYLVANIA",2020,23,NA,NA,NA
"UTAH",2020,23,NA,NA,NA
"COLORADO",2020,23,NA,NA,NA
"VERMONT",2020,23,NA,NA,NA
"KENTUCKY",2020,23,NA,NA,NA
"PUERTO RICO",2020,23,NA,NA,NA
"MAINE",2020,23,NA,NA,NA
"VIRGINIA",2020,23,NA,NA,NA
"PACIFIC",2020,19,NA,NA,NA
"NEVADA",2020,19,NA,NA,NA
"TEXAS",2020,19,NA,NA,NA
"ALASKA",2020,19,NA,NA,NA
"WASHINGTON",2020,19,NA,NA,NA
"OREGON",2020,19,NA,NA,NA
"GUAM",2020,19,NA,NA,NA
"NEW MEXICO",2020,19,NA,NA,NA
"OKLAHOMA",2020,19,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2020,19,NA,NA,NA
"HAWAII",2020,19,NA,NA,NA
"UTAH",2020,19,NA,NA,NA
"COLORADO",2020,19,NA,NA,NA
"PUERTO RICO",2020,19,NA,NA,NA
"ARIZONA",2020,19,NA,NA,NA
"AMERICAN SAMOA",2020,19,NA,NA,NA
"IDAHO",2020,19,NA,NA,NA
"U.S. VIRGIN ISLANDS",2020,19,NA,NA,NA
"WYOMING",2020,19,NA,NA,NA
"CALIFORNIA",2020,19,NA,NA,NA
"MONTANA",2020,19,NA,NA,NA
"ARIZONA",2020,23,NA,NA,NA
"AMERICAN SAMOA",2020,23,NA,NA,NA
"WISCONSIN",2020,23,NA,NA,NA
"IDAHO",2020,23,NA,NA,NA
"U.S. VIRGIN ISLANDS",2020,23,NA,NA,NA
"MICHIGAN",2020,23,NA,NA,NA
"GEORGIA",2020,23,NA,NA,NA
"NEW YORK CITY",2020,23,NA,NA,NA
"ARKANSAS",2020,23,NA,NA,NA
"MISSISSIPPI",2020,23,NA,NA,NA
"SOUTH DAKOTA",2020,23,NA,NA,NA
"WYOMING",2020,23,NA,NA,NA
"MISSOURI",2020,23,NA,NA,NA
"MIDDLE ATLANTIC",2020,23,NA,NA,NA
"CALIFORNIA",2020,23,NA,NA,NA
"WEST VIRGINIA",2020,23,NA,NA,NA
"FLORIDA",2020,23,NA,NA,NA
"MONTANA",2020,23,NA,NA,NA
"WEST NORTH CENTRAL",2020,23,NA,NA,NA
"MASSACHUSETTS",2020,23,NA,NA,NA
"US RESIDENTS",2020,19,NA,NA,NA
"NEW HAMPSHIRE",2020,19,NA,NA,NA
"NEW YORK",2020,19,NA,NA,NA
"WEST SOUTH CENTRAL",2020,19,NA,NA,NA
"NEBRASKA",2020,19,NA,NA,NA
"EAST SOUTH CENTRAL",2020,19,NA,NA,NA
"NORTH DAKOTA",2020,19,NA,NA,NA
"ILLINOIS",2020,19,NA,NA,NA
"IOWA",2020,19,NA,NA,NA
"US RESIDENTS",2020,17,NA,NA,NA
"NEW HAMPSHIRE",2020,17,NA,NA,NA
"NEW YORK",2020,17,NA,NA,NA
"PACIFIC",2020,17,NA,NA,NA
"WEST SOUTH CENTRAL",2020,17,NA,NA,NA
"NEBRASKA",2020,17,NA,NA,NA
"EAST SOUTH CENTRAL",2020,17,NA,NA,NA
"NORTH DAKOTA",2020,17,NA,NA,NA
"NEVADA",2020,17,NA,NA,NA
"ILLINOIS",2020,17,NA,NA,NA
"IOWA",2020,17,NA,NA,NA
"TEXAS",2020,17,NA,NA,NA
"ALASKA",2020,17,NA,NA,NA
"DISTRICT OF COLUMBIA",2020,17,NA,NA,NA
"WASHINGTON",2020,17,NA,NA,NA
"NEW ENGLAND",2020,17,NA,NA,NA
"RHODE ISLAND",2020,17,NA,NA,NA
"OREGON",2020,17,NA,NA,NA
"DELAWARE",2020,17,NA,NA,NA
"ALABAMA",2020,17,NA,NA,NA
"KANSAS",2020,17,NA,NA,NA
"NORTH CAROLINA",2020,17,NA,NA,NA
"GUAM",2020,17,NA,NA,NA
"NEW JERSEY",2020,17,NA,NA,NA
"NEW MEXICO",2020,17,NA,NA,NA
"EAST NORTH CENTRAL",2020,17,NA,NA,NA
"TENNESSEE",2020,17,NA,NA,NA
"CONNECTICUT",2020,17,NA,NA,NA
"MARYLAND",2020,17,NA,NA,NA
"SOUTH CAROLINA",2020,17,NA,NA,NA
"DISTRICT OF COLUMBIA",2020,19,NA,NA,NA
"NEW ENGLAND",2020,19,NA,NA,NA
"RHODE ISLAND",2020,19,NA,NA,NA
"DELAWARE",2020,19,NA,NA,NA
"ALABAMA",2020,19,NA,NA,NA
"OKLAHOMA",2020,17,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2020,17,NA,NA,NA
"OHIO",2020,17,NA,NA,NA
"MINNESOTA",2020,17,NA,NA,NA
"LOUISIANA",2020,17,NA,NA,NA
"HAWAII",2020,17,NA,NA,NA
"SOUTH ATLANTIC",2020,17,NA,NA,NA
"PENNSYLVANIA",2020,17,NA,NA,NA
"UTAH",2020,17,NA,NA,NA
"COLORADO",2020,17,NA,NA,NA
"VERMONT",2020,17,NA,NA,NA
"KENTUCKY",2020,17,NA,NA,NA
"PUERTO RICO",2020,17,NA,NA,NA
"MAINE",2020,17,NA,NA,NA
"VIRGINIA",2020,17,NA,NA,NA
"ARIZONA",2020,17,NA,NA,NA
"AMERICAN SAMOA",2020,17,NA,NA,NA
"WISCONSIN",2020,17,NA,NA,NA
"IDAHO",2020,17,NA,NA,NA
"U.S. VIRGIN ISLANDS",2020,17,NA,NA,NA
"MICHIGAN",2020,17,NA,NA,NA
"GEORGIA",2020,17,NA,NA,NA
"NEW YORK CITY",2020,17,NA,NA,NA
"ARKANSAS",2020,17,NA,NA,NA
"MISSISSIPPI",2020,17,NA,NA,NA
"SOUTH DAKOTA",2020,17,NA,NA,NA
"WYOMING",2020,17,NA,NA,NA
"MISSOURI",2020,17,NA,NA,NA
"MIDDLE ATLANTIC",2020,17,NA,NA,NA
"CALIFORNIA",2020,17,NA,NA,NA
"WEST VIRGINIA",2020,17,NA,NA,NA
"FLORIDA",2020,17,NA,NA,NA
"MONTANA",2020,17,NA,NA,NA
"WEST NORTH CENTRAL",2020,17,NA,NA,NA
"MASSACHUSETTS",2020,17,NA,NA,NA
"MOUNTAIN",2020,17,NA,NA,NA
"INDIANA",2020,17,NA,NA,NA
"NON-US RESIDENTS",2020,17,NA,NA,NA
"US TERRITORIES",2020,17,NA,NA,NA
"KANSAS",2020,19,NA,NA,NA
"NORTH CAROLINA",2020,19,NA,NA,NA
"NEW JERSEY",2020,19,NA,NA,NA
"EAST NORTH CENTRAL",2020,19,NA,NA,NA
"TENNESSEE",2020,19,NA,NA,NA
"CONNECTICUT",2020,19,NA,NA,NA
"NON-US RESIDENTS",2020,19,NA,NA,NA
"US TERRITORIES",2020,19,NA,NA,NA
"MOUNTAIN",2020,23,NA,NA,NA
"INDIANA",2020,23,NA,NA,NA
"NON-US RESIDENTS",2020,23,NA,NA,NA
"US TERRITORIES",2020,23,NA,NA,NA
"US RESIDENTS",2020,30,1,NA,NA
"NEW HAMPSHIRE",2020,30,NA,NA,NA
"NEW YORK",2020,30,NA,NA,NA
"PACIFIC",2020,30,NA,NA,NA
"WEST SOUTH CENTRAL",2020,30,NA,NA,NA
"NEBRASKA",2020,30,NA,NA,NA
"EAST SOUTH CENTRAL",2020,30,NA,NA,NA
"NORTH DAKOTA",2020,30,NA,NA,NA
"NEVADA",2020,30,NA,NA,NA
"ILLINOIS",2020,30,NA,NA,NA
"IOWA",2020,30,NA,NA,NA
"TEXAS",2020,30,NA,NA,NA
"ALASKA",2020,30,NA,NA,NA
"DISTRICT OF COLUMBIA",2020,30,NA,NA,NA
"WASHINGTON",2020,30,NA,NA,NA
"NEW ENGLAND",2020,30,NA,NA,NA
"RHODE ISLAND",2020,30,NA,NA,NA
"OREGON",2020,30,NA,NA,NA
"DELAWARE",2020,30,NA,NA,NA
"ALABAMA",2020,30,NA,NA,NA
"KANSAS",2020,30,NA,NA,NA
"NORTH CAROLINA",2020,30,NA,NA,NA
"GUAM",2020,30,NA,NA,NA
"NEW JERSEY",2020,30,NA,NA,NA
"NEW MEXICO",2020,30,NA,NA,NA
"EAST NORTH CENTRAL",2020,30,NA,NA,NA
"TENNESSEE",2020,30,NA,NA,NA
"CONNECTICUT",2020,30,NA,NA,NA
"MARYLAND",2020,30,NA,NA,NA
"SOUTH CAROLINA",2020,30,NA,NA,NA
"OKLAHOMA",2020,30,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2020,30,NA,NA,NA
"OHIO",2020,30,NA,NA,NA
"MINNESOTA",2020,30,NA,NA,NA
"LOUISIANA",2020,30,NA,NA,NA
"HAWAII",2020,30,NA,NA,NA
"SOUTH ATLANTIC",2020,30,1,NA,NA
"PENNSYLVANIA",2020,30,NA,NA,NA
"UTAH",2020,30,NA,NA,NA
"NEW ENGLAND",2020,25,NA,NA,NA
"COLORADO",2020,30,NA,NA,NA
"VERMONT",2020,30,NA,NA,NA
"KENTUCKY",2020,30,NA,NA,NA
"PUERTO RICO",2020,30,NA,NA,NA
"MAINE",2020,30,NA,NA,NA
"VIRGINIA",2020,30,NA,NA,NA
"ARIZONA",2020,30,NA,NA,NA
"AMERICAN SAMOA",2020,30,NA,NA,NA
"WISCONSIN",2020,30,NA,NA,NA
"IDAHO",2020,30,NA,NA,NA
"U.S. VIRGIN ISLANDS",2020,30,NA,NA,NA
"MICHIGAN",2020,30,NA,NA,NA
"GEORGIA",2020,30,NA,NA,NA
"NEW YORK CITY",2020,30,NA,NA,NA
"ARKANSAS",2020,30,NA,NA,NA
"MISSISSIPPI",2020,30,NA,NA,NA
"SOUTH DAKOTA",2020,30,NA,NA,NA
"WYOMING",2020,30,NA,NA,NA
"US RESIDENTS",2020,20,NA,NA,NA
"NEW HAMPSHIRE",2020,20,NA,NA,NA
"NEW YORK",2020,20,NA,NA,NA
"PACIFIC",2020,20,NA,NA,NA
"WEST SOUTH CENTRAL",2020,20,NA,NA,NA
"NEBRASKA",2020,20,NA,NA,NA
"EAST SOUTH CENTRAL",2020,20,NA,NA,NA
"NORTH DAKOTA",2020,20,NA,NA,NA
"NEVADA",2020,20,NA,NA,NA
"ILLINOIS",2020,20,NA,NA,NA
"IOWA",2020,20,NA,NA,NA
"TEXAS",2020,20,NA,NA,NA
"ALASKA",2020,20,NA,NA,NA
"DISTRICT OF COLUMBIA",2020,20,NA,NA,NA
"WASHINGTON",2020,20,NA,NA,NA
"NEW ENGLAND",2020,20,NA,NA,NA
"RHODE ISLAND",2020,20,NA,NA,NA
"OREGON",2020,20,NA,NA,NA
"DELAWARE",2020,20,NA,NA,NA
"ALABAMA",2020,20,NA,NA,NA
"KANSAS",2020,20,NA,NA,NA
"MISSOURI",2020,30,NA,NA,NA
"MIDDLE ATLANTIC",2020,30,NA,NA,NA
"CALIFORNIA",2020,30,NA,NA,NA
"WEST VIRGINIA",2020,30,NA,NA,NA
"FLORIDA",2020,30,1,NA,NA
"NORTH CAROLINA",2020,20,NA,NA,NA
"GUAM",2020,20,NA,NA,NA
"NEW JERSEY",2020,20,NA,NA,NA
"NEW MEXICO",2020,20,NA,NA,NA
"EAST NORTH CENTRAL",2020,20,NA,NA,NA
"TENNESSEE",2020,20,NA,NA,NA
"CONNECTICUT",2020,20,NA,NA,NA
"MARYLAND",2020,20,NA,NA,NA
"SOUTH CAROLINA",2020,20,NA,NA,NA
"OKLAHOMA",2020,20,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2020,20,NA,NA,NA
"OHIO",2020,20,NA,NA,NA
"MINNESOTA",2020,20,NA,NA,NA
"LOUISIANA",2020,20,NA,NA,NA
"HAWAII",2020,20,NA,NA,NA
"SOUTH ATLANTIC",2020,20,NA,NA,NA
"PENNSYLVANIA",2020,20,NA,NA,NA
"UTAH",2020,20,NA,NA,NA
"COLORADO",2020,20,NA,NA,NA
"VERMONT",2020,20,NA,NA,NA
"KENTUCKY",2020,20,NA,NA,NA
"PUERTO RICO",2020,20,NA,NA,NA
"MAINE",2020,20,NA,NA,NA
"VIRGINIA",2020,20,NA,NA,NA
"ARIZONA",2020,20,NA,NA,NA
"AMERICAN SAMOA",2020,20,NA,NA,NA
"WISCONSIN",2020,20,NA,NA,NA
"IDAHO",2020,20,NA,NA,NA
"U.S. VIRGIN ISLANDS",2020,20,NA,NA,NA
"MICHIGAN",2020,20,NA,NA,NA
"GEORGIA",2020,20,NA,NA,NA
"NEW YORK CITY",2020,20,NA,NA,NA
